
1,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
2,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
3,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
4,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
5,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
6,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
7,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
8,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
9,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
10,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,10,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,1,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,1,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,1
11,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,12,0,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,0,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,0,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,0
12,1000,-1.01696,4.75943,5.33631,0,0,0,0,0,0,0,0,12,0,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
13,1000,0.514959,4.75943,5.33631,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
14,1000,1.00713,4.7665,5.34031,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
15,1000,1.0283,4.77226,5.34833,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
16,1000,1.19817,4.77744,5.35689,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
17,1000,1.41257,4.78123,5.36613,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
18,1000,1.56852,4.78301,5.37594,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
19,1000,1.66348,4.78319,5.38593,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
20,1000,1.72334,4.78236,5.39589,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
21,1000,1.76767,4.7809,5.40578,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,12,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,12,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,12
22,1000,1.80549,4.77899,5.4156,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,0,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,0,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,0
23,1000,1.84035,4.7767,5.42533,0,0,0,0,0,0,0,0,12,1,1001,-2.54955,4.61134,5.26456,0,0,0,0,0,0,0,0,10,23,1002,3.0662,5.14785,4.98696,0,0,0,0,0,0,0,0,10,23,1003,0.204469,5.15025,5.25378,0,0,0,0,0,0,0,0,10,23
