time,robotId:0,x0,y0,z0,robotId:1,x1,y1,z1,robotId:2,x2,y2,z2,robotId:3,x3,y3,z3,robotId:4,x4,y4,z4,robotId:5,x5,y5,z5,robotId:6,x6,y6,z6,robotId:7,x7,y7,z7,robotId:8,x8,y8,z8
429,0,-0.182449,0.0380844,0,1,-0.655057,0.493349,0,2,0.0647666,-0.591439,0,3,-0.642271,-0.324135,0,4,0.402914,0.0206851,0,5,3.99296,-0.697747,0,6,0.765955,3.85234,0,7,-3.93318,0.603244,0,8,-0.535241,-3.98309,0
430,0,-0.182193,0.0381394,0,1,-0.655438,0.493176,0,2,0.0647179,-0.591517,0,3,-0.642542,-0.324015,0,4,0.40335,0.0206829,0,5,3.9961,-0.696638,0,6,0.764848,3.85548,0,7,-3.93628,0.602029,0,8,-0.53399,-3.98618,0
431,0,-0.181937,0.0381952,0,1,-0.655817,0.493003,0,2,0.0646685,-0.591597,0,3,-0.642811,-0.323897,0,4,0.403785,0.0206806,0,5,3.99924,-0.695512,0,6,0.763724,3.85862,0,7,-3.93938,0.600797,0,8,-0.532723,-3.98926,0
432,0,-0.181683,0.0382516,0,1,-0.656194,0.492829,0,2,0.0646184,-0.591677,0,3,-0.643078,-0.32378,0,4,0.404218,0.0206783,0,5,4.00237,-0.69437,0,6,0.762584,3.86175,0,7,-3.94247,0.599549,0,8,-0.53144,-3.99234,0
433,0,-0.18143,0.0383088,0,1,-0.656569,0.492654,0,2,0.0645678,-0.591758,0,3,-0.643341,-0.323664,0,4,0.40465,0.020676,0,5,4.0055,-0.693207,0,6,0.761423,3.86488,0,7,-3.94555,0.598281,0,8,-0.530136,-3.99541,0
434,0,-0.181178,0.0383667,0,1,-0.656941,0.492479,0,2,0.0645165,-0.59184,0,3,-0.643602,-0.323549,0,4,0.405081,0.0206737,0,5,4.00861,-0.692024,0,6,0.760242,3.868,0,7,-3.94863,0.596992,0,8,-0.528812,-3.99847,0
435,0,-0.181153,0.0383725,0,1,-0.657312,0.492303,0,2,0.0644646,-0.591923,0,3,-0.64386,-0.323435,0,4,0.40551,0.0206713,0,5,4.01172,-0.69082,0,6,0.75904,3.8711,0,7,-3.95169,0.595683,0,8,-0.527468,-4.00152,0
436,0,-0.181153,0.0383725,0,1,-0.657679,0.492126,0,2,0.064412,-0.592006,0,3,-0.644116,-0.323321,0,4,0.405937,0.0206689,0,5,4.01482,-0.689596,0,6,0.757818,3.87421,0,7,-3.95475,0.594354,0,8,-0.526105,-4.00456,0
437,0,-0.181153,0.0383725,0,1,-0.658045,0.491948,0,2,0.0643588,-0.592091,0,3,-0.64437,-0.323209,0,4,0.40636,0.0206665,0,5,4.01792,-0.688353,0,6,0.756578,3.8773,0,7,-3.9578,0.593007,0,8,-0.524723,-4.00759,0
438,0,-0.181153,0.0383725,0,1,-0.658408,0.49177,0,2,0.0643049,-0.592176,0,3,-0.644622,-0.323098,0,4,0.40678,0.020664,0,5,4.021,-0.687092,0,6,0.755319,3.88039,0,7,-3.96084,0.591642,0,8,-0.523323,-4.01062,0
439,0,-0.181153,0.0383725,0,1,-0.658769,0.491592,0,2,0.0642504,-0.592262,0,3,-0.644871,-0.322987,0,4,0.407197,0.0206616,0,5,4.02408,-0.685814,0,6,0.754042,3.88347,0,7,-3.96387,0.59026,0,8,-0.521905,-4.01363,0
440,0,-0.181153,0.0383725,0,1,-0.659127,0.491413,0,2,0.0641953,-0.592348,0,3,-0.645119,-0.322877,0,4,0.407611,0.0206591,0,5,4.02715,-0.684518,0,6,0.752749,3.88654,0,7,-3.9669,0.58886,0,8,-0.520471,-4.01664,0
441,0,-0.181153,0.0383725,0,1,-0.659483,0.491233,0,2,0.0641395,-0.592436,0,3,-0.645364,-0.322768,0,4,0.408021,0.0206566,0,5,4.03021,-0.683205,0,6,0.751438,3.8896,0,7,-3.96991,0.587445,0,8,-0.519021,-4.01964,0
442,0,-0.180963,0.0384917,0,1,-0.659836,0.491053,0,2,0.0640831,-0.592524,0,3,-0.645608,-0.32266,0,4,0.408429,0.0206541,0,5,4.03327,-0.681877,0,6,0.750112,3.89266,0,7,-3.97292,0.586013,0,8,-0.517555,-4.02264,0
443,0,-0.180753,0.0386249,0,1,-0.660187,0.490873,0,2,0.064026,-0.592613,0,3,-0.645848,-0.322553,0,4,0.408835,0.0206515,0,5,4.03632,-0.680528,0,6,0.748765,3.89571,0,7,-3.97593,0.584561,0,8,-0.516069,-4.02562,0
444,0,-0.180545,0.0387579,0,1,-0.660536,0.490692,0,2,0.0639683,-0.592703,0,3,-0.646086,-0.322447,0,4,0.409239,0.0206489,0,5,4.03936,-0.679158,0,6,0.747398,3.89875,0,7,-3.97892,0.58309,0,8,-0.514563,-4.02859,0
445,0,-0.180338,0.0388908,0,1,-0.660883,0.490511,0,2,0.0639099,-0.592794,0,3,-0.646322,-0.322342,0,4,0.409642,0.0206463,0,5,4.04239,-0.677769,0,6,0.746011,3.90178,0,7,-3.9819,0.581598,0,8,-0.513037,-4.03156,0
446,0,-0.180132,0.0390236,0,1,-0.661227,0.490329,0,2,0.0638508,-0.592886,0,3,-0.646555,-0.322239,0,4,0.410043,0.0206437,0,5,4.04541,-0.67636,0,6,0.744604,3.9048,0,7,-3.98487,0.580088,0,8,-0.511492,-4.03451,0
447,0,-0.179929,0.0391561,0,1,-0.66157,0.490147,0,2,0.063791,-0.592978,0,3,-0.646785,-0.322136,0,4,0.410443,0.020641,0,5,4.04842,-0.674933,0,6,0.743179,3.90782,0,7,-3.98783,0.578559,0,8,-0.509929,-4.03746,0
448,0,-0.179726,0.0392885,0,1,-0.66191,0.489965,0,2,0.0637307,-0.593071,0,3,-0.647013,-0.322034,0,4,0.410841,0.0206384,0,5,4.05143,-0.673487,0,6,0.741735,3.91082,0,7,-3.99078,0.577012,0,8,-0.508349,-4.04039,0
449,0,-0.179525,0.0394206,0,1,-0.662248,0.489782,0,2,0.0636696,-0.593165,0,3,-0.647238,-0.321934,0,4,0.411238,0.0206356,0,5,4.05442,-0.672024,0,6,0.740275,3.91382,0,7,-3.99373,0.575448,0,8,-0.506751,-4.04332,0
450,0,-0.179326,0.0395526,0,1,-0.662583,0.489599,0,2,0.0636079,-0.593259,0,3,-0.64746,-0.321834,0,4,0.411633,0.0206329,0,5,4.05741,-0.670544,0,6,0.738797,3.9168,0,7,-3.99666,0.573868,0,8,-0.505137,-4.04623,0
451,0,-0.179128,0.0396844,0,1,-0.662917,0.489415,0,2,0.0635456,-0.593354,0,3,-0.64768,-0.321735,0,4,0.412027,0.0206301,0,5,4.06039,-0.669048,0,6,0.737303,3.91978,0,7,-3.99959,0.572271,0,8,-0.503507,-4.04914,0
452,0,-0.178931,0.039816,0,1,-0.663248,0.489232,0,2,0.0634826,-0.59345,0,3,-0.647898,-0.321638,0,4,0.412419,0.0206273,0,5,4.06336,-0.667536,0,6,0.735793,3.92276,0,7,-4.00251,0.570659,0,8,-0.501862,-4.05204,0
453,0,-0.178736,0.0399474,0,1,-0.663577,0.489048,0,2,0.0634189,-0.593547,0,3,-0.648113,-0.321541,0,4,0.41281,0.0206245,0,5,4.06632,-0.666004,0,6,0.734264,3.92572,0,7,-4.00541,0.569028,0,8,-0.500197,-4.05493,0
454,0,-0.178542,0.0400787,0,1,-0.663904,0.488864,0,2,0.0633546,-0.593644,0,3,-0.648326,-0.321446,0,4,0.413199,0.0206217,0,5,4.06927,-0.664452,0,6,0.732714,3.92867,0,7,-4.00831,0.567377,0,8,-0.498512,-4.0578,0
455,0,-0.178349,0.0402097,0,1,-0.664229,0.488679,0,2,0.0632897,-0.593742,0,3,-0.648536,-0.321351,0,4,0.413587,0.0206188,0,5,4.07221,-0.66288,0,6,0.731145,3.93161,0,7,-4.01119,0.565706,0,8,-0.496809,-4.06067,0
456,0,-0.178158,0.0403405,0,1,-0.664552,0.488494,0,2,0.0632241,-0.593841,0,3,-0.648744,-0.321258,0,4,0.413973,0.0206159,0,5,4.07514,-0.661289,0,6,0.729556,3.93454,0,7,-4.01407,0.564017,0,8,-0.495086,-4.06352,0
457,0,-0.177968,0.0404711,0,1,-0.664873,0.48831,0,2,0.0631579,-0.593941,0,3,-0.64895,-0.321165,0,4,0.414358,0.0206129,0,5,4.07806,-0.65968,0,6,0.72795,3.93746,0,7,-4.01693,0.56231,0,8,-0.493347,-4.06637,0
458,0,-0.177779,0.0406016,0,1,-0.665191,0.488125,0,2,0.063091,-0.594041,0,3,-0.649153,-0.321074,0,4,0.414741,0.02061,0,5,4.08096,-0.658054,0,6,0.726325,3.94037,0,7,-4.01978,0.560586,0,8,-0.491589,-4.0692,0
459,0,-0.177592,0.0407318,0,1,-0.665508,0.487939,0,2,0.0630235,-0.594141,0,3,-0.649354,-0.320983,0,4,0.415123,0.020607,0,5,4.08386,-0.65641,0,6,0.724684,3.94327,0,7,-4.02262,0.558845,0,8,-0.489816,-4.07202,0
460,0,-0.177406,0.0408618,0,1,-0.665822,0.487754,0,2,0.0629554,-0.594243,0,3,-0.649552,-0.320894,0,4,0.415503,0.0206039,0,5,4.08675,-0.65475,0,6,0.723026,3.94616,0,7,-4.02546,0.557088,0,8,-0.488026,-4.07483,0
461,0,-0.177221,0.0409916,0,1,-0.666135,0.487568,0,2,0.0628866,-0.594345,0,3,-0.649748,-0.320805,0,4,0.415882,0.0206009,0,5,4.08964,-0.653074,0,6,0.721352,3.94905,0,7,-4.02828,0.555315,0,8,-0.486221,-4.07763,0
462,0,-0.177038,0.0411213,0,1,-0.666445,0.487383,0,2,0.0628172,-0.594447,0,3,-0.649942,-0.320717,0,4,0.416259,0.0205978,0,5,4.09251,-0.651382,0,6,0.719663,3.95192,0,7,-4.03109,0.553527,0,8,-0.4844,-4.08043,0
463,0,-0.176855,0.0412507,0,1,-0.666753,0.487197,0,2,0.0627472,-0.59455,0,3,-0.650134,-0.320631,0,4,0.416635,0.0205947,0,5,4.09537,-0.649671,0,6,0.717954,3.95478,0,7,-4.03389,0.55172,0,8,-0.482561,-4.08321,0
464,0,-0.176674,0.0413798,0,1,-0.66706,0.487011,0,2,0.0626766,-0.594654,0,3,-0.650323,-0.320545,0,4,0.41701,0.0205916,0,5,4.09822,-0.64794,0,6,0.716226,3.95763,0,7,-4.03668,0.549894,0,8,-0.480703,-4.08597,0
465,0,-0.176495,0.0415088,0,1,-0.667364,0.486825,0,2,0.0626054,-0.594759,0,3,-0.650511,-0.32046,0,4,0.417382,0.0205884,0,5,4.10105,-0.64619,0,6,0.714478,3.96047,0,7,-4.03946,0.548049,0,8,-0.478826,-4.08873,0
466,0,-0.176316,0.0416376,0,1,-0.667666,0.486639,0,2,0.0625335,-0.594864,0,3,-0.650696,-0.320376,0,4,0.417754,0.0205852,0,5,4.10388,-0.644422,0,6,0.712712,3.9633,0,7,-4.04222,0.546186,0,8,-0.476931,-4.09147,0
467,0,-0.176139,0.0417661,0,1,-0.667967,0.486453,0,2,0.062461,-0.594969,0,3,-0.650879,-0.320293,0,4,0.418123,0.0205819,0,5,4.10669,-0.642636,0,6,0.710928,3.96611,0,7,-4.04498,0.544305,0,8,-0.475019,-4.0942,0
468,0,-0.175963,0.0418945,0,1,-0.668265,0.486267,0,2,0.0623879,-0.595075,0,3,-0.651059,-0.320211,0,4,0.418492,0.0205787,0,5,4.1095,-0.640833,0,6,0.709127,3.96892,0,7,-4.04772,0.542408,0,8,-0.47309,-4.09692,0
469,0,-0.175788,0.0420226,0,1,-0.668561,0.486081,0,2,0.0623142,-0.595182,0,3,-0.651238,-0.320129,0,4,0.418859,0.0205754,0,5,4.11229,-0.639013,0,6,0.70731,3.97171,0,7,-4.05045,0.540494,0,8,-0.471145,-4.09963,0
470,0,-0.175614,0.0421505,0,1,-0.668856,0.485895,0,2,0.0622399,-0.595289,0,3,-0.651414,-0.320049,0,4,0.419224,0.0205721,0,5,4.11507,-0.637177,0,6,0.705476,3.9745,0,7,-4.05316,0.538565,0,8,-0.469185,-4.10232,0
471,0,-0.175441,0.0422781,0,1,-0.669148,0.485709,0,2,0.062165,-0.595396,0,3,-0.651589,-0.319969,0,4,0.419588,0.0205687,0,5,4.11784,-0.635325,0,6,0.703627,3.97727,0,7,-4.05587,0.536621,0,8,-0.467209,-4.10501,0
472,0,-0.17527,0.0424056,0,1,-0.669439,0.485523,0,2,0.0620895,-0.595505,0,3,-0.651761,-0.319891,0,4,0.41995,0.0205653,0,5,4.12061,-0.633458,0,6,0.701762,3.98003,0,7,-4.05857,0.534662,0,8,-0.465219,-4.10768,0
473,0,-0.1751,0.0425328,0,1,-0.669728,0.485337,0,2,0.0620134,-0.595613,0,3,-0.651931,-0.319813,0,4,0.420311,0.0205619,0,5,4.12336,-0.631573,0,6,0.699879,3.98278,0,7,-4.06125,0.532684,0,8,-0.463211,-4.11034,0
474,0,-0.17493,0.0426598,0,1,-0.670015,0.485151,0,2,0.0619367,-0.595722,0,3,-0.652099,-0.319736,0,4,0.42067,0.0205584,0,5,4.12609,-0.629669,0,6,0.697977,3.98552,0,7,-4.06392,0.530688,0,8,-0.461184,-4.11299,0
475,0,-0.174762,0.0427866,0,1,-0.6703,0.484965,0,2,0.0618594,-0.595832,0,3,-0.652266,-0.31966,0,4,0.421028,0.0205549,0,5,4.12881,-0.627746,0,6,0.696056,3.98825,0,7,-4.06658,0.528674,0,8,-0.459139,-4.11562,0
476,0,-0.174595,0.0429131,0,1,-0.670583,0.484779,0,2,0.0617816,-0.595942,0,3,-0.65243,-0.319585,0,4,0.421385,0.0205514,0,5,4.13152,-0.625805,0,6,0.694118,3.99096,0,7,-4.06922,0.526643,0,8,-0.457078,-4.11824,0
477,0,-0.17443,0.0430394,0,1,-0.670864,0.484593,0,2,0.0617031,-0.596052,0,3,-0.652592,-0.31951,0,4,0.42174,0.0205479,0,5,4.13422,-0.623847,0,6,0.692162,3.99366,0,7,-4.07185,0.524594,0,8,-0.454999,-4.12085,0
478,0,-0.174265,0.0431655,0,1,-0.671143,0.484408,0,2,0.061624,-0.596163,0,3,-0.652752,-0.319437,0,4,0.422093,0.0205443,0,5,4.13691,-0.621872,0,6,0.69019,3.99634,0,7,-4.07447,0.52253,0,8,-0.452904,-4.12344,0
479,0,-0.174101,0.0432913,0,1,-0.671421,0.484222,0,2,0.0615444,-0.596275,0,3,-0.65291,-0.319364,0,4,0.422445,0.0205406,0,5,4.13958,-0.619881,0,6,0.688201,3.99902,0,7,-4.07707,0.52045,0,8,-0.450794,-4.12602,0
480,0,-0.173939,0.0434169,0,1,-0.671697,0.484037,0,2,0.0614642,-0.596387,0,3,-0.653067,-0.319292,0,4,0.422796,0.020537,0,5,4.14224,-0.617875,0,6,0.686197,4.00168,0,7,-4.07966,0.518354,0,8,-0.448669,-4.12859,0
481,0,-0.173777,0.0435423,0,1,-0.67197,0.483851,0,2,0.0613834,-0.596499,0,3,-0.653221,-0.319221,0,4,0.423145,0.0205333,0,5,4.14489,-0.615854,0,6,0.684178,4.00433,0,7,-4.08224,0.516244,0,8,-0.44653,-4.13114,0
482,0,-0.173617,0.0436674,0,1,-0.672243,0.483666,0,2,0.0613021,-0.596611,0,3,-0.653374,-0.31915,0,4,0.423493,0.0205295,0,5,4.14753,-0.613818,0,6,0.682144,4.00698,0,7,-4.08481,0.51412,0,8,-0.444376,-4.13369,0
483,0,-0.173458,0.0437923,0,1,-0.672513,0.483481,0,2,0.0612202,-0.596724,0,3,-0.653525,-0.319081,0,4,0.423839,0.0205258,0,5,4.15016,-0.611764,0,6,0.680092,4.0096,0,7,-4.08737,0.511979,0,8,-0.442205,-4.13622,0
484,0,-0.173299,0.043917,0,1,-0.672782,0.483296,0,2,0.0611377,-0.596838,0,3,-0.653674,-0.319012,0,4,0.424184,0.020522,0,5,4.15277,-0.609691,0,6,0.678022,4.01222,0,7,-4.08991,0.509819,0,8,-0.440016,-4.13873,0
485,0,-0.173142,0.0440414,0,1,-0.673049,0.483111,0,2,0.0610547,-0.596952,0,3,-0.653821,-0.318944,0,4,0.424527,0.0205181,0,5,4.15536,-0.607601,0,6,0.675934,4.01481,0,7,-4.09243,0.507642,0,8,-0.43781,-4.14123,0
486,0,-0.172986,0.0441656,0,1,-0.673314,0.482926,0,2,0.0609711,-0.597066,0,3,-0.653966,-0.318876,0,4,0.424869,0.0205142,0,5,4.15795,-0.605494,0,6,0.673828,4.0174,0,7,-4.09494,0.505448,0,8,-0.435588,-4.14372,0
487,0,-0.172831,0.0442895,0,1,-0.673577,0.482742,0,2,0.0608869,-0.59718,0,3,-0.654109,-0.31881,0,4,0.425209,0.0205103,0,5,4.16052,-0.60337,0,6,0.671707,4.01997,0,7,-4.09744,0.503239,0,8,-0.433349,-4.14619,0
488,0,-0.172677,0.0444132,0,1,-0.673839,0.482557,0,2,0.0608022,-0.597295,0,3,-0.654251,-0.318744,0,4,0.425548,0.0205064,0,5,4.16307,-0.60123,0,6,0.669569,4.02253,0,7,-4.09992,0.501013,0,8,-0.431096,-4.14864,0
489,0,-0.172523,0.0445367,0,1,-0.674099,0.482373,0,2,0.060717,-0.59741,0,3,-0.654391,-0.318679,0,4,0.425886,0.0205024,0,5,4.16562,-0.599075,0,6,0.667415,4.02507,0,7,-4.10239,0.498773,0,8,-0.428827,-4.15108,0
490,0,-0.172371,0.0446599,0,1,-0.674357,0.482189,0,2,0.0606312,-0.597526,0,3,-0.654529,-0.318615,0,4,0.426222,0.0204983,0,5,4.16815,-0.596905,0,6,0.665247,4.0276,0,7,-4.10484,0.496518,0,8,-0.426544,-4.15351,0
491,0,-0.17222,0.0447829,0,1,-0.674614,0.482006,0,2,0.0605448,-0.597641,0,3,-0.654666,-0.318551,0,4,0.426556,0.0204943,0,5,4.17066,-0.59472,0,6,0.663064,4.03012,0,7,-4.10728,0.49425,0,8,-0.424247,-4.15593,0
492,0,-0.17207,0.0449056,0,1,-0.674869,0.481822,0,2,0.0604579,-0.597757,0,3,-0.654801,-0.318489,0,4,0.426889,0.0204902,0,5,4.17317,-0.592521,0,6,0.660868,4.03263,0,7,-4.10971,0.491967,0,8,-0.421937,-4.15833,0
493,0,-0.171921,0.045028,0,1,-0.675122,0.481639,0,2,0.0603705,-0.597874,0,3,-0.654934,-0.318427,0,4,0.427221,0.020486,0,5,4.17566,-0.590305,0,6,0.658654,4.03512,0,7,-4.11213,0.489668,0,8,-0.41961,-4.16072,0
494,0,-0.171772,0.0451502,0,1,-0.675374,0.481456,0,2,0.0602826,-0.59799,0,3,-0.655065,-0.318365,0,4,0.427551,0.0204818,0,5,4.17813,-0.588072,0,6,0.656422,4.0376,0,7,-4.11452,0.487352,0,8,-0.417267,-4.16309,0
495,0,-0.171625,0.0452722,0,1,-0.675624,0.481273,0,2,0.0601941,-0.598107,0,3,-0.655195,-0.318304,0,4,0.42788,0.0204776,0,5,4.18059,-0.585821,0,6,0.654173,4.04006,0,7,-4.1169,0.485019,0,8,-0.414907,-4.16544,0
496,0,-0.171479,0.0453939,0,1,-0.675872,0.48109,0,2,0.0601051,-0.598225,0,3,-0.655323,-0.318244,0,4,0.428208,0.0204733,0,5,4.18304,-0.583554,0,6,0.651908,4.0425,0,7,-4.11927,0.482671,0,8,-0.412531,-4.16778,0
497,0,-0.171333,0.0455154,0,1,-0.676119,0.480908,0,2,0.0600156,-0.598342,0,3,-0.65545,-0.318185,0,4,0.428534,0.020469,0,5,4.18546,-0.581272,0,6,0.649627,4.04493,0,7,-4.12162,0.480307,0,8,-0.41014,-4.1701,0
498,0,-0.171189,0.0456366,0,1,-0.676364,0.480726,0,2,0.0599256,-0.59846,0,3,-0.655575,-0.318127,0,4,0.428858,0.0204646,0,5,4.18788,-0.578974,0,6,0.647331,4.04735,0,7,-4.12396,0.477929,0,8,-0.407735,-4.17241,0
499,0,-0.171045,0.0457575,0,1,-0.676608,0.480544,0,2,0.059835,-0.598578,0,3,-0.655698,-0.318069,0,4,0.429181,0.0204602,0,5,4.19028,-0.576661,0,6,0.64502,4.04975,0,7,-4.12628,0.475536,0,8,-0.405316,-4.1747,0
500,0,-0.170902,0.0458782,0,1,-0.67685,0.480362,0,2,0.0597439,-0.598696,0,3,-0.65582,-0.318012,0,4,0.429503,0.0204558,0,5,4.19267,-0.574334,0,6,0.642695,4.05214,0,7,-4.12858,0.473129,0,8,-0.402883,-4.17698,0
501,0,-0.17076,0.0459987,0,1,-0.67709,0.480181,0,2,0.0596523,-0.598814,0,3,-0.65594,-0.317955,0,4,0.429824,0.0204513,0,5,4.19504,-0.571993,0,6,0.640356,4.05452,0,7,-4.13087,0.470709,0,8,-0.400437,-4.17925,0
502,0,-0.17062,0.0461189,0,1,-0.67733,0.48,0,2,0.0595603,-0.598933,0,3,-0.656059,-0.317899,0,4,0.430142,0.0204468,0,5,4.1974,-0.569639,0,6,0.638004,4.05688,0,7,-4.13315,0.468277,0,8,-0.397978,-4.1815,0
503,0,-0.17048,0.0462388,0,1,-0.677567,0.479819,0,2,0.0594677,-0.599051,0,3,-0.656176,-0.317844,0,4,0.43046,0.0204422,0,5,4.19974,-0.567269,0,6,0.635635,4.05922,0,7,-4.13542,0.465828,0,8,-0.395503,-4.18373,0
504,0,-0.17034,0.0463585,0,1,-0.677803,0.479638,0,2,0.0593746,-0.59917,0,3,-0.656292,-0.317789,0,4,0.430776,0.0204375,0,5,4.20207,-0.564882,0,6,0.63325,4.06155,0,7,-4.13766,0.463363,0,8,-0.393013,-4.18595,0
505,0,-0.170202,0.0464779,0,1,-0.678037,0.479458,0,2,0.059281,-0.599289,0,3,-0.656407,-0.317735,0,4,0.431091,0.0204329,0,5,4.20438,-0.562479,0,6,0.630848,4.06386,0,7,-4.13989,0.460883,0,8,-0.390507,-4.18815,0
506,0,-0.170065,0.0465971,0,1,-0.67827,0.479278,0,2,0.0591869,-0.599409,0,3,-0.656519,-0.317682,0,4,0.431404,0.0204282,0,5,4.20667,-0.56006,0,6,0.628431,4.06616,0,7,-4.1421,0.458388,0,8,-0.387987,-4.19033,0
507,0,-0.169928,0.046716,0,1,-0.678502,0.479099,0,2,0.0590924,-0.599528,0,3,-0.656631,-0.317629,0,4,0.431716,0.0204234,0,5,4.20895,-0.557626,0,6,0.625999,4.06844,0,7,-4.14429,0.455879,0,8,-0.385452,-4.19249,0
508,0,-0.169793,0.0468347,0,1,-0.678732,0.478919,0,2,0.0589973,-0.599648,0,3,-0.656741,-0.317577,0,4,0.432027,0.0204186,0,5,4.21121,-0.555178,0,6,0.623552,4.0707,0,7,-4.14647,0.453355,0,8,-0.382904,-4.19464,0
509,0,-0.169658,0.0469531,0,1,-0.67896,0.47874,0,2,0.0589018,-0.599767,0,3,-0.656849,-0.317526,0,4,0.432336,0.0204137,0,5,4.21346,-0.552716,0,6,0.621092,4.07295,0,7,-4.14863,0.450818,0,8,-0.380342,-4.19677,0
510,0,-0.169524,0.0470712,0,1,-0.679188,0.478562,0,2,0.0588058,-0.599887,0,3,-0.656957,-0.317475,0,4,0.432644,0.0204088,0,5,4.21569,-0.550241,0,6,0.618618,4.07518,0,7,-4.15078,0.448268,0,8,-0.377768,-4.19889,0
511,0,-0.169391,0.0471891,0,1,-0.679413,0.478383,0,2,0.0587093,-0.600007,0,3,-0.657062,-0.317425,0,4,0.43295,0.0204039,0,5,4.21791,-0.547752,0,6,0.616131,4.0774,0,7,-4.15291,0.445706,0,8,-0.375181,-4.20099,0
512,0,-0.169259,0.0473067,0,1,-0.679637,0.478205,0,2,0.0586123,-0.600127,0,3,-0.657167,-0.317375,0,4,0.433255,0.0203988,0,5,4.22011,-0.545251,0,6,0.613631,4.07961,0,7,-4.15503,0.443132,0,8,-0.372583,-4.20308,0
513,0,-0.169127,0.0474241,0,1,-0.67986,0.478028,0,2,0.0585149,-0.600248,0,3,-0.65727,-0.317326,0,4,0.433559,0.0203938,0,5,4.2223,-0.542735,0,6,0.611116,4.0818,0,7,-4.15713,0.440542,0,8,-0.36997,-4.20515,0
514,0,-0.168996,0.0475412,0,1,-0.680082,0.47785,0,2,0.058417,-0.600368,0,3,-0.657372,-0.317277,0,4,0.433861,0.0203887,0,5,4.22447,-0.540203,0,6,0.608585,4.08397,0,7,-4.15921,0.437938,0,8,-0.367342,-4.2072,0
515,0,-0.168867,0.047658,0,1,-0.680302,0.477673,0,2,0.0583186,-0.600488,0,3,-0.657472,-0.31723,0,4,0.434162,0.0203835,0,5,4.22662,-0.537656,0,6,0.60604,4.08612,0,7,-4.16127,0.435319,0,8,-0.364699,-4.20923,0
516,0,-0.168738,0.0477746,0,1,-0.68052,0.477497,0,2,0.0582198,-0.600609,0,3,-0.657571,-0.317182,0,4,0.434462,0.0203783,0,5,4.22875,-0.535094,0,6,0.603479,4.08825,0,7,-4.16331,0.432687,0,8,-0.362043,-4.21125,0
517,0,-0.168609,0.0478909,0,1,-0.680738,0.47732,0,2,0.0581205,-0.600729,0,3,-0.657669,-0.317136,0,4,0.43476,0.0203731,0,5,4.23087,-0.532518,0,6,0.600905,4.09037,0,7,-4.16534,0.43004,0,8,-0.359374,-4.21324,0
518,0,-0.168482,0.048007,0,1,-0.680954,0.477144,0,2,0.0580207,-0.60085,0,3,-0.657766,-0.317089,0,4,0.435057,0.0203678,0,5,4.23297,-0.529929,0,6,0.598317,4.09247,0,7,-4.16735,0.427381,0,8,-0.356692,-4.21522,0
519,0,-0.168355,0.0481228,0,1,-0.681168,0.476969,0,2,0.0579205,-0.600971,0,3,-0.657861,-0.317044,0,4,0.435352,0.0203624,0,5,4.23505,-0.527327,0,6,0.595715,4.09455,0,7,-4.16934,0.42471,0,8,-0.353998,-4.21719,0
520,0,-0.168229,0.0482383,0,1,-0.681381,0.476793,0,2,0.0578199,-0.601092,0,3,-0.657955,-0.316999,0,4,0.435647,0.020357,0,5,4.23712,-0.524712,0,6,0.593102,4.09662,0,7,-4.17132,0.422026,0,8,-0.351291,-4.21913,0
521,0,-0.168104,0.0483536,0,1,-0.681593,0.476618,0,2,0.0577188,-0.601213,0,3,-0.658048,-0.316954,0,4,0.43594,0.0203515,0,5,4.23917,-0.522085,0,6,0.590476,4.09868,0,7,-4.17328,0.419331,0,8,-0.348574,-4.22106,0
522,0,-0.16798,0.0484686,0,1,-0.681804,0.476444,0,2,0.0576173,-0.601333,0,3,-0.65814,-0.31691,0,4,0.436231,0.020346,0,5,4.24121,-0.519446,0,6,0.587838,4.10071,0,7,-4.17523,0.416624,0,8,-0.345845,-4.22298,0
523,0,-0.167856,0.0485834,0,1,-0.682013,0.476269,0,2,0.0575153,-0.601454,0,3,-0.65823,-0.316867,0,4,0.436521,0.0203404,0,5,4.24322,-0.516793,0,6,0.585186,4.10273,0,7,-4.17716,0.413904,0,8,-0.343103,-4.22487,0
524,0,-0.167733,0.0486979,0,1,-0.682221,0.476096,0,2,0.0574129,-0.601575,0,3,-0.65832,-0.316824,0,4,0.43681,0.0203348,0,5,4.24522,-0.514126,0,6,0.58252,4.10473,0,7,-4.17906,0.41117,0,8,-0.340347,-4.22675,0
525,0,-0.167611,0.0488121,0,1,-0.682428,0.475922,0,2,0.05731,-0.601696,0,3,-0.658408,-0.316781,0,4,0.437098,0.0203291,0,5,4.2472,-0.511444,0,6,0.579839,4.10671,0,7,-4.18095,0.408422,0,8,-0.337578,-4.2286,0
526,0,-0.16749,0.0489261,0,1,-0.682633,0.475749,0,2,0.0572068,-0.601817,0,3,-0.658495,-0.31674,0,4,0.437384,0.0203233,0,5,4.24916,-0.508749,0,6,0.577145,4.10868,0,7,-4.18282,0.405662,0,8,-0.334797,-4.23044,0
527,0,-0.167369,0.0490398,0,1,-0.682837,0.475576,0,2,0.0571031,-0.601938,0,3,-0.658581,-0.316698,0,4,0.437669,0.0203175,0,5,4.25111,-0.506041,0,6,0.574438,4.11062,0,7,-4.18467,0.402889,0,8,-0.332003,-4.23226,0
